Year,SERIES,UNIT_MEASURE,Spol,Vrsta vještina,Godine,Stepen urbanizacije,Value
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,"Promjena postavki privatnosti na vašem uređaju, računu ili aplikaciji kako biste ograničili dijeljenje ličnih podataka i informacija (npr. ime, kontakt informacije, fotografije)",25 do 74 godine,Sva područja,5.5
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,"Promjena postavki privatnosti na vašem uređaju, računu ili aplikaciji kako biste ograničili dijeljenje ličnih podataka i informacija (npr. ime, kontakt informacije, fotografije)",25 do 74 godine,Sva područja,7.6
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,"Promjena postavki privatnosti na vašem uređaju, računu ili aplikaciji kako biste ograničili dijeljenje ličnih podataka i informacija (npr. ime, kontakt informacije, fotografije)",25 do 74 godine,Sva područja,4.4
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,"Promjena postavki privatnosti na vašem uređaju, računu ili aplikaciji kako biste ograničili dijeljenje ličnih podataka i informacija (npr. ime, kontakt informacije, fotografije)",25 do 74 godine,Sva područja,5.7
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,"Promjena postavki privatnosti na vašem uređaju, računu ili aplikaciji kako biste ograničili dijeljenje ličnih podataka i informacija (npr. ime, kontakt informacije, fotografije)",25 do 74 godine,Sva područja,6.9
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,"Promjena postavki privatnosti na vašem uređaju, računu ili aplikaciji kako biste ograničili dijeljenje ličnih podataka i informacija (npr. ime, kontakt informacije, fotografije)",25 do 74 godine,Sva područja,9.4
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,"Postavljanje efikasnih sigurnosnih mjera (npr. jake lozinke, obavještenje o pokušaju prijave) za zaštitu uređaja i online računa",25 do 74 godine,Sva područja,6.3
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,"Postavljanje efikasnih sigurnosnih mjera (npr. jake lozinke, obavještenje o pokušaju prijave) za zaštitu uređaja i online računa",25 do 74 godine,Sva područja,10.5
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,"Postavljanje efikasnih sigurnosnih mjera (npr. jake lozinke, obavještenje o pokušaju prijave) za zaštitu uređaja i online računa",25 do 74 godine,Sva područja,5.6
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,"Postavljanje efikasnih sigurnosnih mjera (npr. jake lozinke, obavještenje o pokušaju prijave) za zaštitu uređaja i online računa",25 do 74 godine,Sva područja,7.9
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,"Postavljanje efikasnih sigurnosnih mjera (npr. jake lozinke, obavještenje o pokušaju prijave) za zaštitu uređaja i online računa",25 do 74 godine,Sva područja,7.0
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,"Postavljanje efikasnih sigurnosnih mjera (npr. jake lozinke, obavještenje o pokušaju prijave) za zaštitu uređaja i online računa",25 do 74 godine,Sva područja,13.1
2018,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Učestvovanje na društvenim mrežama,25 do 74 godine,Sva područja,63.9
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Učestvovanje na društvenim mrežama,25 do 74 godine,Sva područja,65.8
2020,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Učestvovanje na društvenim mrežama,25 do 74 godine,Sva područja,65.9
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Učestvovanje na društvenim mrežama,25 do 74 godine,Sva područja,63.0
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Učestvovanje na društvenim mrežama,25 do 74 godine,Sva područja,66.8
2018,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Učestvovanje na društvenim mrežama,25 do 74 godine,Sva područja,65.3
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Učestvovanje na društvenim mrežama,25 do 74 godine,Sva područja,66.4
2020,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Učestvovanje na društvenim mrežama,25 do 74 godine,Sva područja,65.0
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Učestvovanje na društvenim mrežama,25 do 74 godine,Sva područja,63.3
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Učestvovanje na društvenim mrežama,25 do 74 godine,Sva područja,66.8
2018,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Učestvovanje na društvenim mrežama,25 do 74 godine,Sva područja,62.1
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Učestvovanje na društvenim mrežama,25 do 74 godine,Sva područja,64.9
2020,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Učestvovanje na društvenim mrežama,25 do 74 godine,Sva područja,66.9
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Učestvovanje na društvenim mrežama,25 do 74 godine,Sva područja,62.6
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Učestvovanje na društvenim mrežama,25 do 74 godine,Sva područja,66.8
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,"Pronalaženje, preuzimanje, instaliranje i konfigurisanje softvera",25 do 74 godine,Sva područja,18.5
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,"Pronalaženje, preuzimanje, instaliranje i konfigurisanje softvera",25 do 74 godine,Sva područja,29.3
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,"Pronalaženje, preuzimanje, instaliranje i konfigurisanje softvera",25 do 74 godine,Sva područja,37.0
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,"Pronalaženje, preuzimanje, instaliranje i konfigurisanje softvera",25 do 74 godine,Sva područja,16.6
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,"Pronalaženje, preuzimanje, instaliranje i konfigurisanje softvera",25 do 74 godine,Sva područja,26.1
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,"Pronalaženje, preuzimanje, instaliranje i konfigurisanje softvera",25 do 74 godine,Sva područja,36.3
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,"Pronalaženje, preuzimanje, instaliranje i konfigurisanje softvera",25 do 74 godine,Sva područja,20.8
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,"Pronalaženje, preuzimanje, instaliranje i konfigurisanje softvera",25 do 74 godine,Sva područja,33.0
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,"Pronalaženje, preuzimanje, instaliranje i konfigurisanje softvera",25 do 74 godine,Sva područja,37.8
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Prijenos datoteka između računara i drugih uređaja,25 do 74 godine,Sva područja,56.2
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Prijenos datoteka između računara i drugih uređaja,25 do 74 godine,Sva područja,45.2
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Prijenos datoteka između računara i drugih uređaja,25 do 74 godine,Sva područja,12.8
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Prijenos datoteka između računara i drugih uređaja,25 do 74 godine,Sva područja,14.4
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Prijenos datoteka između računara i drugih uređaja,25 do 74 godine,Sva područja,53.4
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Prijenos datoteka između računara i drugih uređaja,25 do 74 godine,Sva područja,45.1
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Prijenos datoteka između računara i drugih uređaja,25 do 74 godine,Sva područja,12.4
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Prijenos datoteka između računara i drugih uređaja,25 do 74 godine,Sva područja,12.4
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Prijenos datoteka između računara i drugih uređaja,25 do 74 godine,Sva područja,59.5
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Prijenos datoteka između računara i drugih uređaja,25 do 74 godine,Sva područja,45.3
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Prijenos datoteka između računara i drugih uređaja,25 do 74 godine,Sva područja,13.2
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Prijenos datoteka između računara i drugih uređaja,25 do 74 godine,Sva područja,16.4
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Učitavanje sadržaja koji je kreirao sam / korisnik na web stranicu za dijeljenje,25 do 74 godine,Sva područja,43.9
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Učitavanje sadržaja koji je kreirao sam / korisnik na web stranicu za dijeljenje,25 do 74 godine,Sva područja,11.3
2020,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Učitavanje sadržaja koji je kreirao sam / korisnik na web stranicu za dijeljenje,25 do 74 godine,Sva područja,23.3
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Učitavanje sadržaja koji je kreirao sam / korisnik na web stranicu za dijeljenje,25 do 74 godine,Sva područja,39.5
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Učitavanje sadržaja koji je kreirao sam / korisnik na web stranicu za dijeljenje,25 do 74 godine,Sva područja,10.0
2020,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Učitavanje sadržaja koji je kreirao sam / korisnik na web stranicu za dijeljenje,25 do 74 godine,Sva područja,23.4
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Učitavanje sadržaja koji je kreirao sam / korisnik na web stranicu za dijeljenje,25 do 74 godine,Sva područja,48.6
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Učitavanje sadržaja koji je kreirao sam / korisnik na web stranicu za dijeljenje,25 do 74 godine,Sva područja,13.1
2020,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Muškarci,Učitavanje sadržaja koji je kreirao sam / korisnik na web stranicu za dijeljenje,25 do 74 godine,Sva područja,23.2
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Telefoniranje preko Interneta / VoIP,25 do 74 godine,Sva područja,51.2
2018,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Telefoniranje preko Interneta / VoIP,25 do 74 godine,Sva područja,80.9
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Telefoniranje preko Interneta / VoIP,25 do 74 godine,Sva područja,84.2
2020,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Telefoniranje preko Interneta / VoIP,25 do 74 godine,Sva područja,90.6
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Telefoniranje preko Interneta / VoIP,25 do 74 godine,Sva područja,92.4
2023,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Oba spola ili bez podjele po spolu,Telefoniranje preko Interneta / VoIP,25 do 74 godine,Sva područja,94.0
2017,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Telefoniranje preko Interneta / VoIP,25 do 74 godine,Sva područja,54.4
2018,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Telefoniranje preko Interneta / VoIP,25 do 74 godine,Sva područja,79.9
2019,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Telefoniranje preko Interneta / VoIP,25 do 74 godine,Sva područja,81.4
2020,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Telefoniranje preko Interneta / VoIP,25 do 74 godine,Sva područja,90.2
2021,Udio mladih i odraslih sa vještinama u informacionim i komunikacionim tehnologijama (IKT),Procenat,Žene,Telefoniranje preko Interneta / VoIP,25 do 74 godine,Sva područja,93.1
